Plot,Treatment,N,mean_SWP,sd_SWP,se_SWP,mean_VWC,sd_VWC,se_VWC,SampleDate,Site
5,Addition,24,-4251.7976661421435,5121.976400448009,1045.5190546395754,0.024833333333333332,0.009374649751911508,0.0019135923674576754,2018-06-25,Desert Grassland
7,Ambient,24,-256195449316886.34,261705075042734.8,53420324745956.74,0.006091666666666667,0.007995972718196638,0.0016321710963997328,2018-06-25,Desert Grassland
9,Exclusion,24,-256195440189385.8,261705084366564.44,53420326649175.49,0.006883333333333333,0.008655215400161245,0.0017667384453561644,2018-06-25,Desert Grassland
10,Ambient,24,-12758.504616908991,16670.93538238529,3402.9404351461612,0.01975,0.00689832998063583,0.0014081157108250955,2018-06-25,Desert Grassland
11,Addition,24,-29927602.254993558,75245186.16007996,15359359.307743885,0.014083333333333333,0.01058266287959644,0.0021601770145753146,2018-06-25,Desert Grassland
12,Exclusion,24,-4720917.013182354,10322866.670527847,2107146.3354646917,0.014,0.009509720427472916,0.0019411635536525475,2018-06-25,Desert Grassland
1,Addition,24,-110.73307901972906,77.46361837955918,15.812194888300057,0.042,0.007247188360352915,0.001479326129391842,2018-06-26,Desert Grassland
3,Ambient,24,-106748557859355.33,212565399054231.44,43389730387829.42,0.009520833333333333,0.009232597221219788,0.0018845960160521955,2018-06-26,Desert Grassland
4,Exclusion,24,-4450369.498932085,10329876.802242352,2108577.272608878,0.012708333333333334,0.007765470766919675,0.0015851200826210304,2018-06-26,Desert Grassland
5,Addition,24,-3341.1934292705982,3649.5223414507655,744.9556284534749,0.024833333333333332,0.008600640353645397,0.0017555983606351241,2018-06-26,Desert Grassland
7,Ambient,24,-256195441180191.7,261705083354446.34,53420326442577.75,0.006008333333333333,0.007646307245510975,0.0015607959306706525,2018-06-26,Desert Grassland
9,Exclusion,24,-234846119688309.44,260794564972076.47,53234467656058.54,0.006420833333333333,0.007982752013569313,0.0016294724313683164,2018-06-26,Desert Grassland
10,Ambient,24,-7759.313235436984,8245.837279845544,1683.174486470067,0.019958333333333335,0.005849408492330223,0.001194005508609308,2018-06-26,Desert Grassland
11,Addition,24,-4728097.931320526,10319559.017761255,2106471.163670987,0.013666666666666667,0.009257977366981205,0.0018897767166116066,2018-06-26,Desert Grassland
12,Exclusion,24,-1267520.295651488,2536563.7655585743,517773.91047093354,0.014125,0.008649264859437227,0.0017655237963172061,2018-06-26,Desert Grassland
1,Addition,24,-113.32799988590887,79.75062400604084,16.279027956946244,0.04225,0.008087833052076486,0.0016509220085336768,2018-06-27,Desert Grassland
3,Ambient,24,-106748834238685.66,212565254228537.2,43389700825408.375,0.009645833333333333,0.009806917663464448,0.0020018286854146116,2018-06-27,Desert Grassland
4,Exclusion,24,-4582320.939345435,10292382.223599901,2100923.723792657,0.013208333333333334,0.008757501960017488,0.0017876176019555347,2018-06-27,Desert Grassland
5,Addition,24,-3706.8796220909967,3891.8887490312186,794.4284642337688,0.024916666666666667,0.009361886964508377,0.0019109871743882346,2018-06-27,Desert Grassland
7,Ambient,24,-256195182169260.53,261705347932800.03,53420380449408.05,0.006466666666666667,0.00833664861589641,0.00170171127281882,2018-06-27,Desert Grassland
9,Exclusion,24,-256195441141528.34,261705083393941.34,53420326450639.63,0.006841666666666667,0.008631888133752846,0.0017619767870399525,2018-06-27,Desert Grassland
10,Ambient,24,-8239.803273769334,8892.934514920898,1815.2626564617701,0.020333333333333332,0.006538625481582945,0.0013346913374198451,2018-06-27,Desert Grassland
11,Addition,24,-4558843.5214887215,10294162.63616953,2101287.1489865924,0.014125,0.010263114621747652,0.0020949494995815775,2018-06-27,Desert Grassland
12,Exclusion,24,-1065828.7161291263,2171933.1745187705,443344.0027495196,0.0145,0.009292353097410609,0.0018967936332022319,2018-06-27,Desert Grassland
1,Addition,24,-143.69428333838118,108.69055589290417,22.18636681642254,0.040375,0.007665918362976877,0.0015647990332604228,2018-06-28,Desert Grassland
3,Ambient,24,-170797064008882.3,246737978039621.03,50365178863592.734,0.008408333333333334,0.00888153515258858,0.0018129357713694964,2018-06-28,Desert Grassland
4,Exclusion,24,-306105756.1449894,1350153569.3682315,275598943.27913165,0.012208333333333333,0.00880207073792084,0.0017967151656490881,2018-06-28,Desert Grassland
5,Addition,24,-6744.989688821013,8214.435350302105,1676.764594443379,0.022583333333333334,0.008355766905539559,0.001705613777350524,2018-06-28,Desert Grassland
7,Ambient,24,-277545038121320.34,260794776341540.62,53234510801669.74,0.0053875,0.0072577582177850266,0.0014814836925053953,2018-06-28,Desert Grassland
9,Exclusion,24,-277544769740358.25,260795074374222.34,53234571637336.15,0.0056375,0.007245317078307711,0.001478944155543877,2018-06-28,Desert Grassland
10,Ambient,24,-14144.807504825967,17811.735297646363,3635.8052427294874,0.018458333333333334,0.005875366161885733,0.0011993040957195395,2018-06-28,Desert Grassland
11,Addition,24,-21350438735814.61,104591058189389.06,21349560351812.254,0.012379166666666667,0.010469748519328009,0.0021371284673011104,2018-06-28,Desert Grassland
12,Exclusion,24,-21881512.938272983,62883719.08550798,12836085.407334216,0.01275,0.008783631020998292,0.0017929511741939543,2018-06-28,Desert Grassland
1,Addition,24,-154.98135647801234,110.4911637761051,22.55391436147881,0.03954166666666667,0.00737197493842414,0.0015047980829770487,2018-06-29,Desert Grassland
3,Ambient,24,-213495980222449.4,258044962665565.38,52673207435514.22,0.0077083333333333335,0.008485430821819483,0.001732081313428588,2018-06-29,Desert Grassland
4,Exclusion,24,-840874168.2712778,2237566834.7949095,456741417.55182946,0.011083333333333334,0.008329709356935241,0.0017002948025148282,2018-06-29,Desert Grassland
5,Addition,24,-7057.184503738787,8124.487563767572,1658.4040794015134,0.021750000000000002,0.007775379202272417,0.0015871426335179947,2018-06-29,Desert Grassland
7,Ambient,24,-298894366750012.56,258044960471653.94,52673206987683.92,0.004641666666666667,0.006450676854722919,0.0013167388991377205,2018-06-29,Desert Grassland
9,Exclusion,24,-277545036998658.34,260794777588255.03,53234511056154.25,0.0050125000000000005,0.006600811050298224,0.001347384913479613,2018-06-29,Desert Grassland
10,Ambient,24,-22647.53515800283,29323.07564636127,5985.547751884762,0.017708333333333333,0.006244852953096422,0.0012747252711499105,2018-06-29,Desert Grassland
11,Addition,24,-21350438811070.957,104591058173358.88,21349560348540.105,0.011879166666666666,0.010117268026440763,0.0020651786879795717,2018-06-29,Desert Grassland
12,Exclusion,24,-30328738.816345442,75095797.2103485,15328865.416072857,0.01175,0.008430018825086,0.0017207703869597715,2018-06-29,Desert Grassland
1,Addition,24,-164.91002901095345,130.3667873571406,26.6110090359093,0.039875,0.00832655521444075,0.0016996509658742003,2018-06-30,Desert Grassland
3,Ambient,24,-192146667799438.06,253394898505487.8,51724017063564.74,0.0072875,0.007938640366559328,0.0016204681791276304,2018-06-30,Desert Grassland
4,Exclusion,24,-851139298.6808311,2234010816.0871763,456015548.27268463,0.010916666666666667,0.008469467755294368,0.0017288228661188688,2018-06-30,Desert Grassland
5,Addition,24,-7743.756769586581,8634.68379700062,1762.5474494107605,0.022375,0.008904383385628725,0.0018175996474088761,2018-06-30,Desert Grassland
7,Ambient,24,-298894358906561.94,258044969951749.53,52673208922800.33,0.0047666666666666664,0.006593255227332977,0.0013458425875753084,2018-06-30,Desert Grassland
9,Exclusion,24,-277544770029204.88,260795074053459.3,53234571571860.664,0.0051375,0.006720106915557351,0.0013717360800053363,2018-06-30,Desert Grassland
10,Ambient,24,-21254.42175782314,27040.902713548006,5519.701152702804,0.018083333333333333,0.006560200597852018,0.0013390953395865494,2018-06-30,Desert Grassland
11,Addition,24,-843290416.7600112,2236636243.2141423,456551461.3408453,0.012666666666666666,0.010606260114818437,0.0021649937800448413,2018-06-30,Desert Grassland
12,Exclusion,24,-14398691.303012127,45826922.91001476,9354381.467616383,0.01225,0.008613689811800345,0.0017582620701267425,2018-06-30,Desert Grassland
1,Addition,24,-145.66975421149755,119.26858267752057,24.34559749207284,0.041125,0.008694388495135688,0.0017747346198839118,2018-07-01,Desert Grassland
3,Ambient,24,-192146375234295.53,253395129996080.3,51724064316384.06,0.008995833333333333,0.009359695236894,0.0019105397898623686,2018-07-01,Desert Grassland
4,Exclusion,24,-306649682.5422439,1350026579.365996,275573021.5534723,0.011833333333333333,0.008671124828827079,0.001769985943883706,2018-07-01,Desert Grassland
5,Addition,24,-5269.371903193087,5932.365931338855,1210.9391249375751,0.02425,0.009691995801108029,0.001978370358492646,2018-07-01,Desert Grassland
7,Ambient,24,-277544769801092.9,260795074306776.75,53234571623568.875,0.005929166666666667,0.0077946737202911264,0.001591081110516226,2018-07-01,Desert Grassland
9,Exclusion,24,-256195440050067.28,261705084508879.72,53420326678225.48,0.006466666666666667,0.008130707582806151,0.0016596737354710898,2018-07-01,Desert Grassland
10,Ambient,24,-14285.122813695763,18156.52154325568,3706.184440402216,0.019291666666666665,0.006778990348490514,0.0013837556104211398,2018-07-01,Desert Grassland
11,Addition,24,-298319541.8472705,1351179278.2335615,275808315.2245239,0.0135,0.010291406292546266,0.002100724512700528,2018-07-01,Desert Grassland
12,Exclusion,24,-14110013.636631455,45893792.548367396,9368031.175387083,0.013375,0.009518003535634341,0.001942854336025862,2018-07-01,Desert Grassland
1,Addition,24,-135.13010503669406,99.52109625228697,20.31465870504286,0.04070833333333333,0.0075266434961967325,0.0015363696701266346,2018-07-02,Desert Grassland
3,Ambient,24,-149447467378718.16,237905519818836.72,48562260878978.39,0.008445833333333333,0.008728014823178474,0.001781598565352934,2018-07-02,Desert Grassland
4,Exclusion,24,-21914345.958673123,62872102.44413809,12833714.17034412,0.011666666666666667,0.00787216707728905,0.0016068993757745798,2018-07-02,Desert Grassland
5,Addition,24,-4684.043388282953,5176.381711242894,1056.6244922016588,0.023291666666666665,0.008227626667497143,0.0016794572607902996,2018-07-02,Desert Grassland
7,Ambient,24,-277545046265570.66,260794767297366.5,53234508955535.43,0.004804166666666667,0.006699154986730183,0.0013674592854425302,2018-07-02,Desert Grassland
9,Exclusion,24,-277544769807964.78,260795074299145.6,53234571622011.17,0.005470833333333334,0.007228595339324933,0.001475530844867226,2018-07-02,Desert Grassland
10,Ambient,24,-9678.201005536348,10295.833622575812,2101.6282376584686,0.019375,0.005991388748064574,0.0012229871069508935,2018-07-02,Desert Grassland
11,Addition,24,-21968340.857016947,62854277.54458297,12830075.677958587,0.013,0.009486832980505138,0.0019364916731037087,2018-07-02,Desert Grassland
12,Exclusion,24,-1620512.0211610026,2812238.715220127,574045.8239324536,0.013,0.008387361091961913,0.0017120629136482854,2018-07-02,Desert Grassland
1,Addition,24,-148.03000475881484,107.10502282582684,21.86272123436842,0.039875,0.007314740923820111,0.0014931152386678092,2018-07-03,Desert Grassland
3,Ambient,24,-149447751644622.9,237905333488565.5,48562222844471.05,0.007779166666666667,0.008250690572766393,0.0016841651607390955,2018-07-03,Desert Grassland
4,Exclusion,24,-574722847.7965115,1867612631.1962233,381224831.96728766,0.010958333333333334,0.008137295601742936,0.0016610185092053326,2018-07-03,Desert Grassland
5,Addition,24,-7129.00208892584,8077.164021133174,1648.7442017119201,0.021291666666666667,0.007291920285444388,0.0014884569953657178,2018-07-03,Desert Grassland
7,Ambient,24,-298894635135938.25,258044636086477.88,52673140772837.125,0.003933333333333333,0.005648521673982431,0.0011529996585257028,2018-07-03,Desert Grassland
9,Exclusion,24,-277544769883304.06,260795074215481.6,53234571604933.33,0.0050125000000000005,0.006527954103898763,0.0013325130515716144,2018-07-03,Desert Grassland
10,Ambient,24,-13866.45748862747,17302.787352421405,3531.916678442895,0.018291666666666668,0.005660535899247232,0.001155452051988504,2018-07-03,Desert Grassland
11,Addition,24,-565709429.0358005,1869898823.4946349,381691499.01603675,0.012125,0.009552202113512428,0.0019498350915033741,2018-07-03,Desert Grassland
12,Exclusion,24,-22004683.162273068,62841369.711551316,12827440.877574204,0.011708333333333333,0.008024306372118602,0.001637954679287851,2018-07-03,Desert Grassland
1,Addition,24,-170.73147578712474,119.65456487694298,24.424385778604684,0.038125,0.005951342559529703,0.001214812712946416,2018-07-04,Desert Grassland
3,Ambient,24,-192146934949751.47,253394687124065.4,51723973915512.58,0.0061625000000000004,0.006486294078251865,0.0013240092344461011,2018-07-04,Desert Grassland
4,Exclusion,24,-42699759274816.95,144662910618934.8,29529192976853.38,0.008758333333333333,0.0063142982443689325,0.0012889007318712942,2018-07-04,Desert Grassland
5,Addition,24,-14121.334800571341,19490.42813576364,3978.4669834171414,0.020125,0.00738572359647166,0.0015076045160490846,2018-07-04,Desert Grassland
7,Ambient,24,-298894376384241.1,258044948827107.97,52673204610750.92,0.002683333333333333,0.0036255934047038263,7.400711546936969e-4,2018-07-04,Desert Grassland
9,Exclusion,24,-277544770125480.6,260795073946545.47,53234571550036.97,0.0037625,0.004659614884254408,9.511399053584165e-4,2018-07-04,Desert Grassland
10,Ambient,24,-24196.763971916957,31197.71674487291,6368.207263735099,0.016666666666666666,0.005061935243145362,0.0010332632047264365,2018-07-04,Desert Grassland
11,Addition,24,-42699759335438.26,144662910600263.44,29529192973042.1,0.009716666666666667,0.007469047239552489,0.0015246128834705695,2018-07-04,Desert Grassland
12,Exclusion,24,-306477442.0517732,1350066589.663923,275581188.6213371,0.010375,0.006945830779495805,0.0014178117707902217,2018-07-04,Desert Grassland
1,Addition,24,-130.604565905862,103.0700690662699,21.039089747148488,0.04170833333333333,0.008482612224128104,0.0017315059695840827,2018-07-05,Desert Grassland
3,Ambient,24,-192146383496457.06,253395123458594.56,51724062981925.375,0.008995833333333333,0.009607265328981462,0.0019610748232947125,2018-07-05,Desert Grassland
4,Exclusion,24,-40708197.197220646,84230730.63522097,17193525.89317555,0.011625,0.008616528605963732,0.0017588415365588333,2018-07-05,Desert Grassland
5,Addition,24,-6307.2296651335255,7253.527966295587,1480.6201960359974,0.023583333333333335,0.009609400590575093,0.001961510681742359,2018-07-05,Desert Grassland
7,Ambient,24,-277545038387288.6,260794776046183.28,53234510741380.17,0.0053458333333333335,0.007405226072741183,0.0015115854423475071,2018-07-05,Desert Grassland
9,Exclusion,24,-277544761726699,260795083273355.97,53234573453864.19,0.0063875,0.008410465142490246,0.0017167790082137765,2018-07-05,Desert Grassland
10,Ambient,24,-14257.062469384753,17139.495311762777,3498.584830220275,0.019125,0.006797138144581272,0.001387460013786009,2018-07-05,Desert Grassland
11,Addition,24,-16482240.755411651,45966533.375471696,9382879.334543211,0.013416666666666667,0.010244475358080513,0.0020911447758177703,2018-07-05,Desert Grassland
12,Exclusion,24,-2943539.4764479995,6581120.038939319,1343365.5026172244,0.013375,0.009235152596371156,0.0018851176298207153,2018-07-05,Desert Grassland
1,Addition,24,-111.08709479789513,75.18612956918513,15.347304431607165,0.04175,0.006917212306049057,0.0014119700493600616,2018-07-06,Desert Grassland
3,Ambient,24,-170797053399928.22,246737985702643.53,50365180427800.66,0.009533333333333333,0.0093549645813782,0.0019095741488488192,2018-07-06,Desert Grassland
4,Exclusion,24,-31197844.80745997,74981930.10653815,15305622.390837532,0.011208333333333334,0.007448251424016399,0.0015203679553998642,2018-07-06,Desert Grassland
5,Addition,24,-5485.493529449585,6293.692878011472,1284.6946790763868,0.023875,0.009161889400735219,0.0018701628426345698,2018-07-06,Desert Grassland
7,Ambient,24,-277544771280765.16,260795072663606.47,53234571288158.14,0.0048875,0.006649047823299344,0.0013572312035372133,2018-07-06,Desert Grassland
9,Exclusion,24,-256195173132332.44,261705357164089.75,53420382333737.164,0.006383333333333333,0.007962393493474655,0.001625316765855807,2018-07-06,Desert Grassland
10,Ambient,24,-14043.057889805445,18137.83509572672,3702.3700852729457,0.019,0.006269317971365543,0.0012797191720921783,2018-07-06,Desert Grassland
